"search-number","evaluation","scale*","init-percent-schizophrenia-inherited*","init-percent-schizophrenia-exhibited*","schizophrenia-inherit-threshold*","schizophrenia-via-social-interaction-threshold*","schizophrenia-exhibit-inherited-threshold*","schizophrenia-exhibit-uninherited-threshold*","stop-year*","stress-start-year*","stress-start-month*","stress-end-year*","stress-end-month*","inheretence-augmentation-by-shock*","use-stress?*","num-replicates","best-fitness-so-far"
"1","500","5000","41","11","0.2936","8.0001","0.5993","0.0041","1970","1944","1","1944","12","2075","true","10","14.233375533606878"
