"search-number","evaluation","evals-requested-so-far","scale*","init-percent-schizophrenia-inherited*","init-percent-schizophrenia-exhibited*","schizophrenia-inherit-threshold*","schizophrenia-via-social-interaction-threshold*","schizophrenia-exhibit-inherited-threshold*","schizophrenia-exhibit-uninherited-threshold*","stop-year*","stress-start-year*","stress-start-month*","stress-end-year*","stress-end-month*","inheretence-augmentation-by-shock*","use-stress?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","63","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""-51401154""","5.599999999999274E13","9.937268236289981E13","8.591206920418467E13","1.133719794530469E13","9.937268236289981E13"
"1","64","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""1527171418""","5.219999999999274E13","9.54107436298338E13","8.073205836159814E13","1.1599195380098445E13","9.54107436298338E13"
"1","65","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""-603074255""","5.509999999999274E13","1.0178629573767642E14","8.601223009312852E13","1.2031632710358758E13","1.0178629573767642E14"
"1","66","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""-1194405922""","5.459999999999274E13","9.938676974324994E13","8.37174118576655E13","1.1597970258886498E13","9.867993717062145E13"
"1","67","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""2116614396""","5.399999999999274E13","9.923452020339384E13","8.329029769492506E13","1.242556668740013E13","9.923452020339384E13"
"1","68","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""502157564""","5.379999999999274E13","9.535197952847058E13","8.115873826565542E13","1.1186897665767574E13","9.535197952847058E13"
"1","69","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""413469128""","5.249999999999274E13","9.663218925388084E13","8.034768366564311E13","1.1833159180705363E13","9.663218925388084E13"
"1","70","500","5000","26","26","0.9550000000000001","23.0001","0.7665000000000001","0.7176","1970","1944","1","1944","12","6372","true","""1296886568""","5.439999999999274E13","9.657251161690808E13","8.130905416056452E13","1.0387054145988975E13","9.657251161690808E13"
"1","71","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""472937042""","36.56667568893517","9.711050406623288E13","7.333836062443234E13","1.5133830794110697E13","9.711050406623288E13"
"1","72","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""2030890426""","5.369999999999274E13","9.747635610750856E13","7.494069938880848E13","1.4236659676318453E13","9.747635610750856E13"
"1","73","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""-1787142201""","5.539999999999274E13","9.677778670747662E13","7.841525334095448E13","1.421617728118186E13","9.677778670747662E13"
"1","74","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""1158974553""","121.7495442734209","8.778297101373386E13","6.9290276790622914E13","1.3215102859284125E13","8.778297101373386E13"
"1","75","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""-1135640065""","5.479999999999274E13","9.866899208970261E13","7.548444583509202E13","1.447225929371677E13","7.169999999999273E13"
"1","76","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""732166634""","284.65084186938793","9.923794637132402E13","7.524089961615008E13","1.5135914337538844E13","9.923794637132402E13"
"1","77","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""-473847731""","555.8508126120689","8.943243259577594E13","7.156937327086039E13","1.3238143141192303E13","8.943243259577594E13"
"1","78","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""1293703133""","5.359999999999274E13","9.613953401175739E13","7.534944776523442E13","1.2571978731963336E13","7.009999999999275E13"
"1","79","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""599533234""","5.759999999999274E13","9.847405749738253E13","7.866707038114314E13","1.374245484209209E13","9.847405749738253E13"
"1","80","500","5000","26","26","0.05670000000000001","28.0001","0.0998","0.41550000000000004","1970","1944","1","1944","12","1088","true","""1107479815""","5.419999999999274E13","9.58413793723664E13","7.563933374892606E13","1.3682040591758557E13","9.58413793723664E13"
"1","81","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-1568746560""","20.19703017030702","9.25285901762149E13","6.445695211182949E13","1.3696801260763943E13","9.25285901762149E13"
"1","82","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-1455450483""","18.604645433494202","9.860354963183525E13","6.928344925022436E13","1.5959900157170104E13","9.853471469486172E13"
"1","83","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-636101968""","8.962874787577535","9.888275886117756E13","6.915736100993118E13","1.6557312242917482E13","7.159999999999273E13"
"1","84","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""404853886""","19.907852700220307","9.449656078396658E13","6.506480996009447E13","1.513280715742883E13","6.839999999999275E13"
"1","85","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""978413255""","8.626124377538877","9.462874827449578E13","6.710686099455514E13","1.4764431642000807E13","6.819999999999275E13"
"1","86","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""1524666059""","13.884335969065232","9.258298979833138E13","6.6869071634755586E13","1.3900793556895504E13","9.258298979833138E13"
"1","87","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-1753269245""","30.255038166882123","1.0207276816074756E14","6.777424387395096E13","1.5206301551909105E13","1.0207276816074756E14"
"1","88","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-834741671""","15.744852194953964","8.914033879225505E13","6.361742807612576E13","1.3506647063285678E13","8.914033879225505E13"
"1","89","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-1446837903""","10.805519124156982","9.075555079441683E13","6.531464364372385E13","1.3412593951976217E13","9.075555079441683E13"
"1","90","500","5000","41","16","0.6452","21.0001","0.1625","0.22640000000000002","1970","1944","1","1944","12","1408","true","""-561079939""","12.890922090893293","9.300134407629775E13","6.43638688182107E13","1.5294760148519129E13","6.699999999999275E13"
"1","91","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""-941345549""","20.79887863821386","9.988353217621897E13","7.216107719837955E13","1.537683419832035E13","9.988353217621897E13"
"1","92","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""856679744""","107.65917749427673","9.428281921961125E13","7.176602674597647E13","1.5080373493028719E13","6.829999999999275E13"
"1","93","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""1904628778""","4.4490051985538335","1.0092794459413975E14","7.428003460730784E13","1.5122445227885729E13","7.309999999999273E13"
"1","94","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""-688481782""","42.32286983519583","1.0206218692541189E14","6.9780168476347625E13","1.4262263114769146E13","1.0206218692541189E14"
"1","95","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""-1937821320""","31.18679909508966","9.599401022979433E13","7.131641502785848E13","1.429669418559119E13","7.039999999999273E13"
"1","96","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""-690731781""","71.74063786263075","9.67093066876081E13","6.8204199821474625E13","1.5192850477210871E13","7.049999999999273E13"
"1","97","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""-11653626""","53.7832719265544","9.688395119934898E13","6.9781098150718875E13","1.6029623509366773E13","9.688395119934898E13"
"1","98","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""245384396""","537.7468380408231","9.987592302450961E13","7.148693211901477E13","1.4409571046196355E13","9.987592302450961E13"
"1","99","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""1217233445""","63.90138648827597","8.992002001778022E13","6.629118677240726E13","1.413549379376222E13","6.559999999999275E13"
"1","100","500","5000","11","16","0.3477","24.0001","0.2863","0.2821","1970","1944","1","1944","12","7423","true","""51980502""","84.92553033368878","9.763032315831911E13","7.133820642144812E13","1.6021538268183057E13","9.763032315831911E13"
"1","101","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""-1581161914""","69.06372197726908","9.612767551541989E13","6.86346442891871E13","1.4481427015780402E13","6.969999999999275E13"
"1","102","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""1245255667""","20.096348098009326","1.0223096399818266E14","7.244066228981456E13","1.5500429439820018E13","1.0223096399818266E14"
"1","103","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""-194163830""","46.14304471960119","9.916551820062145E13","6.651097938608655E13","1.3806440728926744E13","7.179999999999273E13"
"1","104","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""-602843382""","18.458804427412474","9.119676529350131E13","6.653668038159719E13","1.3309763713216014E13","9.084107000689706E13"
"1","105","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""1315947291""","67.51759507502143","9.378965827850055E13","6.621376639987027E13","1.3266867054701857E13","6.789999999999275E13"
"1","106","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""1681603027""","17.1067424186966","9.365948964198934E13","6.7107600381690445E13","1.4792964458180734E13","9.365948964198934E13"
"1","107","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""-1711506666""","31.08411106526076","9.472175040611256E13","6.891753297749977E13","1.5294210918463379E13","6.889999999999275E13"
"1","108","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""1563547026""","42.19694376388884","9.506923792688084E13","6.935390972687122E13","1.5788882038100082E13","6.899999999999275E13"
"1","109","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""-1125735162""","42.06454707894391","9.286576333610748E13","6.530424278637928E13","1.3641113134932154E13","9.272437651447395E13"
"1","110","500","5000","26","21","0.5205","15.0001","0.9996","0.2589","1970","1944","1","1944","12","6565","true","""-567863047""","174.4722734126725","9.491438247177231E13","6.606218588038829E13","1.3612315313969113E13","9.491438247177231E13"
"1","111","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""719359771""","277.698300317495","9.564695499595305E13","7.526106876930119E13","1.5311081722363012E13","9.564695499595305E13"
"1","112","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""661144716""","261.86823481897204","9.430190878236716E13","7.34290394187869E13","1.3056107456526174E13","6.869999999999275E13"
"1","113","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""743305938""","575.7521869352931","1.0254959775639155E14","7.761229290104883E13","1.5203132029495121E13","1.0240820279644453E14"
"1","114","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""-849330144""","145.61324870157594","9.820030549849531E13","7.702950401983012E13","1.4135912468393898E13","7.169999999999273E13"
"1","115","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""-1828431195""","299.70550800739176","1.0681058000028655E14","8.268174960428525E13","1.6451865019008035E13","1.0680692861419438E14"
"1","116","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""-1045656044""","5.069999999999274E13","91031038662634","7.242283036828138E13","1.3158441460737621E13","91031038662634"
"1","117","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""4875996""","5.809999999999274E13","1.0821728142952761E14","8.060337836999092E13","1.6320721124730863E13","7.829999999999273E13"
"1","118","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""-1642785059""","5.459999999999274E13","1.0051770988237722E14","7.749395427493092E13","1.5430604470210197E13","1.003763418341083E14"
"1","119","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""50323466""","586.0099020625562","1.0743486398743006E14","7.912259497778595E13","1.800245522988018E13","7.769999999999273E13"
"1","120","500","5000","11","1","0.5224","20.0001","0.21980000000000002","0.40080000000000005","1970","1944","1","1944","12","66","true","""1206530425""","5.359999999999274E13","1.0009360618939536E14","7.49483983904305E13","1.4649202314638098E13","1.0009360618939536E14"
"1","121","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""1281226545""","7.1399315950675515","7.539999999999273E13","5.50297605473419E13","2.6966791967219727E13","7.539999999999273E13"
"1","122","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""-1259310383""","7.16688545609505","7.139999999999273E13","5.7207411630560695E13","2.0870534871579805E13","7.139999999999273E13"
"1","123","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""999396261""","7.196095254953976","7.509999999999273E13","5.951733181300172E13","2.1163773664033406E13","7.509999999999273E13"
"1","124","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""1717935118""","7.127729066191109","7.759999999999273E13","5.5493272519984695E13","2.675005078952556E13","7.759999999999273E13"
"1","125","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""972897071""","7.125192252708567","7.019999999999275E13","5.376670467504261E13","2.201436039655623E13","7.019999999999275E13"
"1","126","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""-1574359497""","7.252434819617009","6.889999999999275E13","5.2331356898538305E13","2.2381922736690785E13","6.889999999999275E13"
"1","127","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""332073397""","7.108687376673214","9.251075613137066E13","5.522058556296216E13","2.191825039894484E13","6.909999999999275E13"
"1","128","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""-420016779""","6.8699045542872215","7.309999999999273E13","5.5588711516548555E13","2.487299103293443E13","7.309999999999273E13"
"1","129","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""-141226358""","6.992929400793824","7.429999999999273E13","5.751562143671884E13","2.248008697682132E13","7.429999999999273E13"
"1","130","500","5000","16","6","0.5969","4.0001","0.2102","0.0443","1970","1944","1","1944","12","460","true","""-1563484558""","6.939026778075896","7.059999999999273E13","5.464184720638845E13","2.1674682066906453E13","7.059999999999273E13"
"1","131","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""-2131138150""","5.429999999999274E13","9.776727468840388E13","8.458300496501977E13","9.223496074835598E12","9.776727468840388E13"
"1","132","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""797462846""","5.499999999999274E13","9.605519246765297E13","8.54612305844544E13","8.0898186159388545E12","9.605519246765297E13"
"1","133","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""-684730283""","5.719999999999274E13","1.0270705915368089E14","8.971926675108734E13","9.484351043222043E12","1.0270705915368089E14"
"1","134","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""-2026660525""","5.389999999999274E13","9.882130337127614E13","8.532208326378634E13","9.454509463790861E12","9.882130337127614E13"
"1","135","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""13075694""","5.479999999999274E13","9.676569640114125E13","8.59427694936587E13","8.476201981798942E12","9.676569640114125E13"
"1","136","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""152615874""","5.869999999999274E13","1.1040711027826755E14","9.609764863876233E13","1.0604769711143885E13","1.1040711027826755E14"
"1","137","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""-2135616023""","5.569999999999274E13","9.741606643669116E13","8.576732424224923E13","8.32425918977182E12","9.741606643669116E13"
"1","138","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""32802102""","5.189999999999274E13","9.201157535874464E13","8.045870779171814E13","8.046732128721695E12","9.172878501320047E13"
"1","139","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""-1651897518""","5.129999999999274E13","9.612413848767569E13","8.203099401519097E13","9.459100273246658E12","9.612413848767569E13"
"1","140","500","5000","26","46","0.4301","17.0001","0.41050000000000003","0.9122","1970","1944","1","1944","12","9425","true","""-283005348""","5.259999999999274E13","9.861977489326266E13","8.623112661454502E13","1.0542742317489463E13","9.861977489326266E13"
"1","141","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""1823930421""","5.519999999999274E13","9.669689757173103E13","7.988391078465738E13","1.3154597509777145E13","9.662815324737322E13"
"1","142","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""1194609122""","5.379999999999274E13","9.633130332346723E13","7.947127398648561E13","1.302520685007322E13","9.633130332346723E13"
"1","143","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""1711944569""","5.179999999999274E13","9.17451361108476E13","7.63616926948624E13","1.1836775487590438E13","6.659999999999275E13"
"1","144","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""757708257""","5.909999999999274E13","9.987592302450961E13","8.286155839147875E13","1.3358163563484016E13","9.931042241375162E13"
"1","145","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""-309045896""","5.299999999999274E13","9.584868282870589E13","7.88497656239807E13","1.3345441662460223E13","9.584868282870589E13"
"1","146","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""-2056005547""","5.549999999999274E13","1.0517932306303197E14","8.405505654638586E13","1.498118570063677E13","1.0517932306303197E14"
"1","147","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""-1987016674""","5.409999999999274E13","9.308630404091636E13","7.750572706724847E13","1.2134023373447229E13","9.308630404091636E13"
"1","148","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""1311731359""","5.569999999999274E13","96440914553927","8.11433025042463E13","1.271936826612527E13","96440914553927"
"1","149","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""1549659093""","5.779999999999274E13","1.0320760630882634E14","8.454891065404548E13","1.3695122003677002E13","1.0306624083567662E14"
"1","150","500","5000","41","1","0.05090000000000001","10.0001","0.32030000000000003","0.5651","1970","1944","1","1944","12","6090","true","""1280431920""","5.189999999999274E13","9.448735365115212E13","7.565719210596722E13","1.2882683276228574E13","6.829999999999275E13"
"1","151","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-444634307""","7.1537881481746775","9.370576289640839E13","6.074620660111003E13","1.5538075284779996E13","6.749999999999275E13"
"1","152","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""1359163734""","7.093652715947908","1.0086208405539589E14","6.2849383225917016E13","1.6894356804907348E13","7.299999999999273E13"
"1","153","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-151259897""","7.240430631273897","1.0214156842342748E14","6.553211265263908E13","1.4402569028717453E13","7.479999999999273E13"
"1","154","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-874030325""","6.86133914214709","9.859999999998883E13","6.273093897384768E13","1.4908469296160736E13","7.159999999999273E13"
"1","155","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""870437417""","6.6587814974007875","1.0002099779545175E14","6.29107434706558E13","1.705531954751455E13","7.289999999999273E13"
"1","156","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-2038026266""","7.085428634620091","9.371408645448083E13","5.926254553204161E13","1.6511815035210406E13","9.36449678306203E13"
"1","157","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-1230278035""","6.989688723227629","9.570731424503492E13","6.13578976349189E13","1.3776413189811436E13","7.029999999999275E13"
"1","158","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""1618744925""","6.788286894734889","9.804580562164712E13","6.091694120594636E13","1.4327588277122107E13","9.804580562164712E13"
"1","159","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-716122026""","6.910844587462538","9.557410737222644E13","6.011401558827702E13","1.5879752511201303E13","7.009999999999275E13"
"1","160","500","5000","26","26","0.7321","8.0001","0.36200000000000004","0.1253","1970","1944","1","1944","12","1208","true","""-338716493""","7.034258756663101","9.217727485664752E13","5.7714162394463875E13","1.802835183544445E13","6.779999999999275E13"
"1","161","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""1736128477""","7.03768923505128","9.323540100196877E13","5.8113927516155164E13","1.5126657534846643E13","6.809999999999275E13"
"1","162","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""-1021126723""","6.91957937138261","9.040022123865617E13","5.909639038096259E13","1.6454163771081268E13","6.539999999999275E13"
"1","163","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""-595052175""","7.111764329843106","9.421730202037148E13","6.12800461124824E13","1.3025718185072135E13","9.421730202037148E13"
"1","164","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""998417471""","7.052406806329641","9.43793409597561E13","6.114434752298118E13","1.696622106637977E13","6.889999999999275E13"
"1","165","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""1534237143""","7.220228645138811","1.0093448370105108E14","6.50593807629422E13","1.694837571345588E13","7.279999999999273E13"
"1","166","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""1596625271""","7.018215293743332","8.203298117219788E13","5.6213423311375836E13","1.435573890233435E13","6.169999999999274E13"
"1","167","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""-733636801""","7.16522293140603","9.842464122361739E13","6.2845478052769484E13","1.5648273500064031E13","7.199999999999273E13"
"1","168","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""33030437""","7.180840474541429","9.188280579084395E13","6.006597575528815E13","1.372158350931634E13","6.669999999999275E13"
"1","169","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""1303870588""","6.942226961114527","1.0242070103254377E14","6.502348905095596E13","1.5920991048533002E13","7.439999999999273E13"
"1","170","500","5000","1","1","0.3399","47.0001","0.9368000000000001","0.14450000000000002","1970","1944","1","1944","12","6089","true","""1717849067""","7.22948549373963","9.585264732910542E13","6.1939906106342945E13","1.4300090751436557E13","6.969999999999275E13"
"1","171","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""675903317""","6.88032733617748","7.069999999999273E13","9.65940706967409E12","2.404504037777609E13","7.069999999999273E13"
"1","172","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""1697413750""","6.498349176297715","6.649999999999275E13","2.3123261117454312E13","3.0696991015224426E13","6.649999999999275E13"
"1","173","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""1462690872""","7.180467548262952","7.029999999999275E13","3.4217787914994517E12","1.507825606506028E13","7.029999999999275E13"
"1","174","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""-1675526417""","6.683013535017125","6.689999999999275E13","8.656214367294825E12","2.2295597642464117E13","6.689999999999275E13"
"1","175","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""137031391""","7.183191085258194","6.679999999999275E13","1.2761345496079662E13","2.5949133144885098E13","6.679999999999275E13"
"1","176","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""207603680""","6.997099852388749","6.719999999999275E13","9.32896237178864E12","2.3003551054898613E13","6.719999999999275E13"
"1","177","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""-1499726745""","7.230026119896731","6.649999999999275E13","1.664549600925836E13","2.8274011791996805E13","6.649999999999275E13"
"1","178","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""438758360""","7.275610435962745","6.699999999999275E13","1.0264994298813953E13","2.397480020542338E13","6.699999999999275E13"
"1","179","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""-1652329317""","7.036787213715718","5.749999999999274E13","3.773432155272027E12","1.4188226314273387E13","606.7470263565774"
"1","180","500","5000","46","11","0.4466","32.0001","0.25370000000000004","0.0089","1970","1944","1","1944","12","1861","true","""20004131""","7.073447827227274","6.579999999999275E13","5.938654504067033E12","1.875554285229567E13","6.579999999999275E13"
"1","181","500","5000","31","11","0.9650000000000001","29.0001","0.2348","0.4151","1970","1944","1","1944","12","8341","true","""36715968""","64.39315110329946","1.0072070293637625E14","7.593182284079247E13","1.6425665601076572E13","7.289999999999273E13"
"1","182","500","5000","31","11","0.9650000000000001","29.0001","0.2348","0.4151","1970","1944","1","1944","12","8341","true","""276066088""","80.59895820509175","1.0361143759256352E14","7.81130311233972E13","1.6536287113766197E13","7.429999999999273E13"
